選手名,best_nine,年齢,年数,身長,体重,年俸(推定),打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,OPS,NOI,GPA,IsoP,IsoD,RC,RC27,XR,XR27,BABIP,SecA,TA,本塁打率,三振率,四球率,PSN,BB/K,守備_内野手,守備_外野手,守備_投手,守備_捕手,投打_右両,投打_右右,投打_右左,投打_左右,投打_左左
炭谷　銀仁朗,0,25.0,7.0,180.0,93.0,3200.0,0.19399999999999998,139.0,414.0,360.0,23.0,70.0,12.0,1.0,0.0,84.0,23.0,0.0,2.0,35.0,1.0,17.0,0.0,1.0,74.0,9.0,0.23199999999999998,0.233,0.466,0.31,0.163,0.039,0.038,14.59,1.17,15.41,1.23,0.217,0.081,0.332,0.0,5.59,24.35,0.0,0.23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
坂田　遼,0,26.0,4.0,178.0,90.0,1600.0,0.22699999999999998,16.0,50.0,44.0,4.0,10.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,12.0,1.0,0.292,0.22699999999999998,0.519,0.3670000000000001,0.188,0.0,0.064,2.8,2.05,2.91,2.12,0.294,0.091,0.4,0.0,4.17,12.5,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
浅村　栄斗,0,22.0,4.0,181.0,85.0,2400.0,0.245,114.0,459.0,404.0,52.0,99.0,18.0,7.0,7.0,152.0,37.0,13.0,6.0,13.0,4.0,34.0,0.0,4.0,63.0,9.0,0.307,0.376,0.6829999999999999,0.433,0.23199999999999998,0.131,0.062,47.29,3.79,47.88,3.84,0.262,0.233,0.616,57.71,7.29,13.5,9.1,0.54,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
星　秀和,0,26.0,8.0,180.0,92.0,600.0,0.19,71.0,115.0,100.0,12.0,19.0,4.0,1.0,1.0,28.0,9.0,3.0,0.0,11.0,1.0,3.0,0.0,0.0,16.0,0.0,0.212,0.28,0.4920000000000001,0.305,0.165,0.09,0.022000000000000002,6.37,1.85,6.81,1.98,0.18899999999999997,0.15,0.42,100.0,7.19,38.33,1.5,0.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
米野　智人,0,30.0,13.0,183.0,85.0,1300.0,0.207,32.0,64.0,58.0,3.0,12.0,1.0,0.0,1.0,16.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,17.0,1.0,0.27,0.276,0.546,0.36200000000000004,0.19,0.069,0.063,4.03,2.27,4.25,2.39,0.268,0.138,0.447,58.0,3.76,16.0,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
岳野　竜也,0,26.0,4.0,180.0,90.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
嶋　重宣,0,36.0,18.0,181.0,95.0,5000.0,0.17600000000000002,27.0,82.0,74.0,2.0,13.0,2.0,0.0,1.0,18.0,7.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,11.0,1.0,0.244,0.243,0.48700000000000004,0.325,0.171,0.068,0.068,3.63,1.53,4.36,1.84,0.19,0.149,0.381,74.0,7.45,11.71,0.0,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
高山　久,0,31.0,13.0,177.0,84.0,2200.0,0.204,35.0,57.0,54.0,6.0,11.0,1.0,0.0,1.0,15.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.24600000000000002,0.278,0.523,0.33799999999999997,0.18,0.07400000000000001,0.042,3.65,2.29,3.86,2.42,0.27,0.14800000000000002,0.442,54.0,3.56,19.0,1.0,0.19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
上本　達之,0,32.0,10.0,186.0,96.0,1800.0,0.233,74.0,130.0,116.0,10.0,27.0,3.0,0.0,2.0,36.0,11.0,0.0,3.0,2.0,1.0,10.0,0.0,1.0,31.0,2.0,0.297,0.31,0.607,0.4,0.21100000000000002,0.078,0.064,9.65,2.69,10.27,2.86,0.29100000000000004,0.138,0.46799999999999997,58.0,4.19,13.0,0.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
大島　裕行,0,31.0,13.0,180.0,85.0,1250.0,0.222,5.0,9.0,9.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.222,0.33299999999999996,0.556,0.33299999999999996,0.183,0.111,0.0,0.61,2.37,0.57,2.2,0.33299999999999996,0.111,0.429,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
武山　真吾,0,28.0,10.0,178.0,83.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
石川　貢,0,21.0,3.0,180.0,80.0,600.0,0.222,7.0,10.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.3,0.222,0.522,0.374,0.191,0.0,0.078,1.04,4.03,1.05,4.05,0.28600000000000003,0.222,0.7140000000000001,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
秋山　翔吾,0,24.0,2.0,183.0,86.0,1800.0,0.293,107.0,450.0,403.0,50.0,118.0,17.0,8.0,4.0,163.0,37.0,10.0,5.0,15.0,1.0,28.0,0.0,3.0,70.0,7.0,0.34299999999999997,0.40399999999999997,0.747,0.47700000000000004,0.255,0.11199999999999999,0.05,55.91,4.82,53.73,4.63,0.33,0.19399999999999998,0.67,100.75,6.43,16.07,5.71,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
鬼崎　裕司,0,29.0,5.0,177.0,77.0,1400.0,0.11800000000000001,57.0,22.0,17.0,4.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.21100000000000002,0.235,0.446,0.289,0.154,0.11800000000000001,0.09300000000000001,0.85,1.28,0.96,1.44,0.125,0.235,0.4,0.0,5.5,11.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
熊代　聖人,0,23.0,2.0,175.0,72.0,1100.0,0.27,109.0,133.0,115.0,14.0,31.0,2.0,0.0,0.0,33.0,6.0,2.0,1.0,12.0,1.0,3.0,0.0,2.0,30.0,1.0,0.298,0.287,0.584,0.39299999999999996,0.20600000000000002,0.017,0.027999999999999997,10.3,2.81,10.36,2.83,0.316,0.052000000000000005,0.45299999999999996,0.0,4.43,44.33,0.0,0.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
永江　恭平,0,19.0,1.0,174.0,77.0,600.0,0.037000000000000005,27.0,34.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.037000000000000005,0.037000000000000005,0.07400000000000001,0.049,0.026000000000000002,0.0,0.0,-1.88,-1.54,-1.65,-1.35,0.043,0.0,0.038,0.0,3.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
中村　剛也,1,29.0,11.0,175.0,102.0,25000.0,0.231,123.0,498.0,432.0,54.0,100.0,16.0,1.0,27.0,199.0,79.0,2.0,3.0,0.0,1.0,56.0,1.0,9.0,125.0,11.0,0.331,0.461,0.792,0.485,0.264,0.22899999999999998,0.1,64.8,5.04,66.27,5.16,0.26,0.35600000000000004,0.76,16.0,3.98,8.89,3.72,0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
田代　将太郎,0,23.0,1.0,178.0,75.0,800.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
駒月　仁人,0,19.0,1.0,176.0,85.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
荒川　雄太,0,25.0,7.0,182.0,90.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
斉藤　彰吾,0,23.0,5.0,179.0,82.0,750.0,0.222,29.0,27.0,27.0,2.0,6.0,2.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.222,0.29600000000000004,0.519,0.321,0.174,0.07400000000000001,0.0,0.44,0.5,0.5,0.56,0.375,-0.037000000000000005,0.20800000000000002,0.0,2.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
梅田　尚通,0,23.0,5.0,185.0,85.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
栗山　巧,0,30.0,12.0,177.0,85.0,20000.0,0.27899999999999997,144.0,637.0,527.0,77.0,147.0,29.0,3.0,12.0,218.0,73.0,6.0,3.0,1.0,4.0,99.0,2.0,6.0,96.0,8.0,0.396,0.414,0.81,0.534,0.282,0.135,0.11699999999999999,93.47,6.37,92.01,6.27,0.318,0.32799999999999996,0.8340000000000001,43.92,6.64,6.43,8.0,1.03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
金子　侑司,0,23.0,1.0,178.0,70.0,1200.0,0.223,94.0,311.0,278.0,30.0,62.0,3.0,5.0,2.0,81.0,23.0,12.0,6.0,12.0,0.0,18.0,0.0,3.0,56.0,5.0,0.278,0.29100000000000004,0.569,0.375,0.198,0.068,0.055,21.79,2.46,22.36,2.53,0.259,0.155,0.47600000000000003,139.0,5.55,17.28,3.43,0.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
美沢　将,0,25.0,4.0,181.0,75.0,800.0,0.083,5.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.214,0.083,0.298,0.242,0.11699999999999999,0.0,0.131,-0.01,-0.03,0.14,0.34,0.16699999999999998,0.083,0.273,0.0,2.33,14.0,0.0,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
山崎　浩司,0,33.0,15.0,180.0,80.0,2800.0,0.155,45.0,64.0,58.0,4.0,9.0,3.0,0.0,0.0,12.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,2.0,0.183,0.207,0.39,0.252,0.134,0.052000000000000005,0.027999999999999997,0.66,0.33,0.79,0.39,0.16699999999999998,0.086,0.275,0.0,8.0,32.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ヘルマン,0,35.0,2.0,175.0,88.0,9300.0,0.319,144.0,623.0,518.0,74.0,165.0,22.0,3.0,4.0,205.0,55.0,40.0,20.0,8.0,5.0,85.0,0.0,7.0,87.0,20.0,0.418,0.396,0.8140000000000001,0.55,0.287,0.077,0.099,89.06,5.92,87.1,5.79,0.366,0.28,0.807,129.5,7.16,7.33,7.27,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
片岡　治大,0,30.0,9.0,176.0,82.0,9500.0,0.29,72.0,300.0,259.0,41.0,75.0,5.0,0.0,4.0,92.0,28.0,9.0,1.0,15.0,0.0,24.0,0.0,2.0,35.0,4.0,0.354,0.355,0.71,0.473,0.248,0.066,0.065,35.67,4.72,34.78,4.6,0.302,0.18899999999999997,0.667,64.75,8.57,12.5,5.54,0.69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
渡辺　直人,0,33.0,7.0,173.0,73.0,5000.0,0.201,56.0,177.0,139.0,9.0,28.0,3.0,1.0,0.0,33.0,4.0,3.0,2.0,23.0,1.0,9.0,0.0,5.0,19.0,6.0,0.273,0.237,0.51,0.35200000000000004,0.182,0.036000000000000004,0.071,8.24,1.56,8.79,1.66,0.19399999999999998,0.10800000000000001,0.40299999999999997,0.0,9.32,19.67,0.0,0.47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
オーティズ,0,36.0,9.0,177.0,80.0,3500.0,0.21,29.0,111.0,100.0,6.0,21.0,5.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,24.0,3.0,0.27899999999999997,0.26,0.539,0.366,0.191,0.05,0.069,6.61,2.15,6.96,2.26,0.273,0.12,0.439,0.0,4.63,15.86,0.0,0.29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大崎　雄太朗,0,29.0,7.0,169.0,79.0,2800.0,0.25,84.0,208.0,184.0,14.0,46.0,6.0,0.0,1.0,55.0,13.0,0.0,0.0,5.0,3.0,11.0,0.0,5.0,29.0,5.0,0.305,0.299,0.604,0.405,0.212,0.049,0.055,16.78,3.0,17.51,3.13,0.278,0.109,0.4970000000000001,184.0,7.17,18.91,0.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
カーター,0,31.0,2.0,183.0,98.0,1500.0,0.133,14.0,34.0,30.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,11.0,2.0,0.20600000000000002,0.133,0.33899999999999997,0.25,0.126,0.0,0.073,-0.32,-0.3,0.22,0.2,0.2,0.1,0.25,0.0,3.09,11.33,0.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
スピリー,0,34.0,1.0,185.0,90.0,5900.0,0.23399999999999999,70.0,246.0,214.0,20.0,50.0,5.0,1.0,3.0,66.0,25.0,1.0,0.0,0.0,4.0,24.0,0.0,4.0,50.0,6.0,0.317,0.308,0.625,0.42,0.22,0.075,0.083,21.7,3.37,23.26,3.61,0.285,0.192,0.5589999999999999,71.33,4.92,10.25,1.5,0.48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
星　孝典,0,31.0,9.0,176.0,82.0,1400.0,0.179,40.0,29.0,28.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.207,0.179,0.385,0.266,0.138,0.0,0.027999999999999997,0.76,0.89,0.9,1.06,0.22699999999999998,0.036000000000000004,0.304,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
炭谷　銀仁朗,0,26.0,8.0,180.0,93.0,5700.0,0.215,141.0,468.0,413.0,28.0,89.0,16.0,0.0,5.0,120.0,43.0,1.0,2.0,19.0,2.0,30.0,2.0,4.0,62.0,14.0,0.27399999999999997,0.29100000000000004,0.564,0.371,0.196,0.075,0.057999999999999996,29.39,2.2,30.3,2.27,0.22899999999999998,0.145,0.45,82.6,7.55,15.6,1.67,0.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
坂田　遼,0,27.0,5.0,178.0,90.0,1400.0,0.289,53.0,195.0,180.0,17.0,52.0,11.0,0.0,6.0,81.0,34.0,1.0,2.0,0.0,1.0,13.0,1.0,1.0,39.0,7.0,0.33799999999999997,0.45,0.7879999999999999,0.488,0.265,0.161,0.05,24.82,4.86,24.22,4.74,0.33799999999999997,0.228,0.6859999999999999,30.0,5.0,15.0,1.71,0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
